词牌名,作者,韵脚
白苎,蒋捷,"[10,20,30,32,42,52,62,64,78,87,100,112,121]"
十二时慢,朱雍,"[13,26,38,55,67,80,91]"
十二时慢,素馨花,"[7,13,20,26,34,39,56,63,69,82,93,106,119,129,141]"
十二时慢,圣明代,"[7,12,20,25,32,35,40,45,54,57,62,75,83,88,95,98,108,117,120,125]"
兰陵王,柳阴直,"[3,9,23,28,30,34,48,53,62,69,85,90,92,95,104,111,120,130]"
兰陵王,一丘壑,"[3,9,23,28,34,48,53,62,69,85,90,95,111,120,127]"
兰陵王,古堤直,"[3,9,23,28,34,41,48,53,62,69,85,90,92,95,104,111,120,130]"
兰陵王,刘辰翁,"[3,9,23,28,34,48,50,53,62,69,78,85,90,92,95,104,111,120,130]"
大酺,周密,"[13,27,41,55,68,73,81,99,111,117,127,133]"
破阵乐,张先,"[12,25,37,66,68,82,95,105,133]"
瑞龙吟,吴文英,"[3,13,27,30,40,54,68,78,87,94,98,103,111,125,133]"
瑞龙吟,陈允平,"[3,13,27,30,40,54,68,78,87,98,103,111,116,125,133]"
瑞龙吟,翁元龙,"[3,13,27,30,40,54,68,78,87,98,103,110,115,124,132]"
浪淘沙慢,周邦彦,"[11,23,31,46,51,53,59,72,81,94,108,116,126,133]"
浪淘沙慢,周邦彦,"[11,17,23,31,38,46,51,53,59,72,81,85,94,101,108,116,133]"
浪淘沙慢,陈允平,"[11,17,23,30,37,50,52,58,71,80,84,93,100,107,115,132]"
多丽,晁端礼,"[9,22,36,51,63,74,87,101,116,128,139]"
多丽,李漳,"[3,9,22,35,50,62,73,86,100,114,126,137]"
多丽,张孝祥,"[9,22,36,51,63,74,87,101,116,128,139]"
多丽,张翥,"[3,9,22,36,51,63,74,87,101,116,128,139]"
多丽,傅按察,"[3,9,22,36,51,63,74,77,87,101,113,128,139]"
多丽,葛立方,"[9,22,36,51,63,74,87,101,116,128,139]"
多丽,聶冠卿,"[9,22,36,52,64,75,88,102,117,129]"
多丽,曹勋,"[9,22,36,51,64,67,75,88,102,117,129,132,140]"
玉女摇仙佩,朱雍,"[14,22,28,33,42,57,70,86,100,105,114,129,132,139]"
六丑,吴文英,"[12,21,25,39,46,54,60,69,73,78,86,92,101,108,121,128,140]"
六丑,詹正,"[12,21,25,39,46,54,60,69,73,78,86,92,101,108,121,128,140]"
六州歌头,汪元量,"[9,28,31,76,89,93,96,124,143,146,167,185,198,208,212]"
六州歌头,韩元吉,[41]
六州歌头,李冠,"[1]"
六州歌头,刘褒,"[9,21,38,41,54,64,68,71,84,96,107,116,129,139,143]"
六州歌头,袁去华,"[9,18,21,41,54,64,68,84,93,96,107,116,129,139,143]"
六州歌头,刘过,"[9,21,41,54,64,68,71,84,93,96,107,116,129,139,143]"
六州歌头,程珌,"[9,18,42,55,65,72,85,94,105,114,127,137,141]"
六州歌头,卢挚,"[9,18,21,42,55,65,69,72,85,94,97,108,117,130,140,144]"
夜半乐,柳永,"[15,24,42,50,64,73,91,99,111,119,129,137,145]"
宝鼎现,赵长卿,"[12,19,26,40,53,67,81,95,108,119,130,137,142,155]"
宝鼎现,无名氏,"[12,26,40,53,60,67,81,95,108,121,132,144,157]"
宝鼎现,层林烟霁,"[12,26,34,40,53,60,67,81,89,95,108,121,132,139,144,157]"
宝鼎现,张元幹,"[12,26,40,53,60,67,81,95,108,121,133,140,145,158]"
宝鼎现,虞弦清暑,"[4,12,26,40,53,60,67,81,95,108,121,132,145,157]"
宝鼎现,六鳌初驾,"[12,26,34,40,53,60,67,74,81,95,108,121,132,139,144,158]"
宝鼎现,红妆春骑,"[4,12,26,40,47,53,60,67,74,81,89,95,102,108,121,133,140,145,158]"
哨遍,苏轼,"[13,28,44,59,97,102,109,120,136,151,184,195,209,223]"
哨遍,世有达人,"[13,33,49,64,102,114,125,141,156,189,200,214,228]"
哨遍,壬戌孟秋,"[13,28,44,59,102,113,124,140,155,188,199,213,227]"
哨遍,刘克庄,"[13,33,47,54,69,107,134,150,165,199,210,224,238]"
哨遍,池上主人,"[13,21,28,36,43,52,58,79,91,159,167,175,182,212,231]"
哨遍,辛弃疾,"[13,33,36,42,49,107,160,175,183,191,198,204,209,223,242]"
哨遍,汪莘,[277]
哨遍,无名氏,"[13,26,42,76,88,99,121,134,168,175]"
戚氏,苏轼,"[3,10,21,23,26,33,46,60,73,79,88,99,102,108,114,128,141,155,162,196,203,211,223]"
戚氏,丘处机,"[3,10,21,23,26,33,46,60,72,78,87,98,101,113,127,140,154,160,193,200,208,220]"
莺啼序,吴文英,"[11,24,38,43,49,62,75,89,100,113,132,155,171,184,191,203,211,226,240]"
莺啼序,黄公绍,"[11,24,38,43,49,62,74,88,99,112,131,154,170,183,202,217,225,239]"
莺啼序,赵文,"[11,24,38,49,62,75,89,100,113,132,155,171,184,203,226,240]"
莺啼序,汪元量,"[11,24,38,49,62,73,87,98,111,128,136,151,167,179,191,198,207,214,222,236]"
调笑令,无名氏,"[2,5,12,19,25,32,38,40,43,50,57,63,70,76,78,81,88,95,101,108,114,116,119,126,133,139,146,152,154,157,164,171,177,184,190,192,195,202,209,215,222,228,230,233,240,247,253,260,266,268,271,278,285,291,298,304]"
调笑令,郑僅,"[2,5,12,19,25,32,38,40,43,50,57,63,70,76,78,81,88,95,101,108,114,116,119,126,133,139,146,152,154,157,164,171,177,184,190,192,195,202,209,215,222,228,230,233,240,247,253,260,266,268,271,278,285,291,298,304,306,309,316,323,329,336,342,344,347,354,361,367,374,380,382,385,392,399,405,412,418,420,423,430,437,443,450,456]"
