词牌名,作者,韵律,中,平,仄,总数,分段字数
瑞鹤仙 ,曾觌,仄平平仄仄。仄平平，平平平仄平仄。平平仄平仄。仄平平，平仄仄平平仄。平平仄仄。仄平平、平仄仄仄。仄平平仄仄，平平仄仄，仄平平仄。平仄。平平平仄，仄仄平平，仄平平仄。平平仄仄。平平仄，仄平仄。仄平平，仄仄平平平仄，平平平仄仄仄。仄平平仄仄。平平仄平仄仄。,0,53,49,102,"[5, 3, 6, 5, 3, 6, 4, 3, 4, 5, 4, 4, 2, 4, 4, 4, 4, 3, 3, 3, 6, 6, 5, 6]"
瑞鹤仙 ,杨无咎,仄平平仄仄。平仄仄，平仄平平平仄。平平平仄仄。仄平仄、仄仄平平平仄。仄平仄仄。仄仄平、平平仄仄。仄平平仄仄，平仄仄平，仄平平仄。平仄。平平平仄，仄仄平平，仄平平仄。平平仄平，仄平仄，平平仄。仄平平，平仄平平平仄，平仄仄平仄仄。仄平平仄仄，平仄仄平仄仄。,0,50,52,102,"[5, 3, 6, 5, 3, 6, 4, 3, 4, 5, 4, 4, 2, 4, 4, 4, 4, 3, 3, 3, 6, 6, 5, 6]"
瑞鹤仙 ,毛幵,仄平平仄仄。平平仄，仄仄平平平仄。平平仄平仄。仄平平，平仄平平平仄。平平仄仄。仄平平、平仄仄仄。仄平平仄，仄平仄仄平，仄仄平仄。平仄平平平仄，仄仄平平，仄平平仄。仄平仄仄。平平仄，仄平仄。仄平平平仄，平平平仄，平平仄仄平仄。仄平平、仄仄平平，仄平仄仄。,0,52,50,102,"[5, 3, 6, 5, 3, 6, 4, 3, 4, 4, 5, 4, 6, 4, 4, 4, 3, 3, 5, 4, 6, 3, 4, 4]"
瑞鹤仙 ,赵文,仄平平仄仄。平平仄，仄仄平平仄仄。平平仄平仄。仄平平，平仄平平平仄。平平仄仄。仄仄平、平仄仄仄。仄平平，仄仄平仄平平，仄仄平仄。仄仄平平仄仄，平仄平平，仄平平仄。平平仄仄。平平平仄。仄平平仄仄，仄平平仄，平平平仄仄仄。仄平平仄仄，平仄仄平仄仄。,0,48,52,100,"[5, 3, 6, 5, 3, 6, 4, 3, 4, 3, 6, 4, 6, 4, 4, 4, 4, 5, 4, 6, 5, 6]"
瑞鹤仙 ,周邦彦,仄平平仄仄，仄仄仄平平，平平平仄。平平仄平仄，平平仄，平仄平平平仄。平平仄仄，仄平平、平仄仄仄。仄平平仄仄，平平仄仄，仄仄平仄。平仄。平平平仄，仄平平仄，仄仄平仄。平平仄仄，平仄仄，平平仄。仄平平、平仄平平平仄仄。平平平仄仄仄。仄平平、平仄平仄，仄平仄仄。,0,52,51,103,"[5, 5, 4, 5, 3, 6, 4, 3, 4, 5, 4, 4, 2, 4, 4, 4, 4, 3, 3, 3, 7, 6, 3, 4, 4]"
瑞鹤仙 ,史达祖,仄平平仄仄。仄仄仄平平，仄平平仄。平平仄平仄。仄平平平仄，仄平平仄。平平仄仄。仄仄仄、平平仄仄。仄平平、平仄平平，仄仄仄平平仄。平仄。平平平仄，仄仄平平，仄平平仄。平平仄仄。平平仄，仄平仄。仄平平平仄，平平平仄，仄仄平平仄仄。仄平平、平仄平平，仄平仄仄。,0,52,50,102,"[5, 5, 4, 5, 5, 4, 4, 3, 4, 3, 4, 6, 2, 4, 4, 4, 4, 3, 3, 5, 4, 6, 3, 4, 4]"
瑞鹤仙 ,袁去华,平平平仄仄。仄仄仄平仄，平仄平仄。平平仄平仄。仄平平仄仄，平平平仄。平平仄仄。仄平平、平平仄仄。仄平平、平仄平平平仄，仄平平仄。平仄。平平平仄，仄仄平平，仄平平仄。平平仄仄。平平仄，仄平仄。仄平平平仄，平平平仄，平仄平平仄仄。仄平平、仄仄平平，仄平仄仄。,0,55,47,102,"[5, 5, 4, 5, 5, 4, 4, 3, 4, 3, 6, 4, 2, 4, 4, 4, 4, 3, 3, 5, 4, 6, 3, 4, 4]"
瑞鹤仙 ,刘一止,平平仄平仄。仄仄仄平平，平平平仄。平平仄平仄。仄平平仄仄，平平平仄。平平仄仄。仄平平、平平仄仄。仄仄平，仄仄平平，仄仄仄平平仄。平仄。平平仄仄，仄仄平平，平平仄仄。平平仄仄。平平仄仄平仄。仄平平仄仄，平平平仄，仄仄平平仄仄。仄平平、平仄平平，仄平仄仄。,0,52,50,102,"[5, 5, 4, 5, 5, 4, 4, 3, 4, 3, 4, 6, 2, 4, 4, 4, 4, 6, 5, 4, 6, 3, 4, 4]"
瑞鹤仙 ,赵长卿,仄平平仄仄，仄仄仄平平，平平平仄。仄平仄平仄，平平仄平仄，仄平平仄。平平仄仄，仄平平、平平仄仄。仄平平仄仄，平平仄，仄仄平平仄。平仄。仄仄平仄，仄平平仄，仄仄平仄。平平仄仄，平仄平，平平仄。仄平平平仄，平平仄仄，仄平平仄仄仄。仄平平、仄平平仄，仄平仄仄。,0,49,53,102,"[5, 5, 4, 5, 5, 4, 4, 3, 4, 5, 3, 5, 2, 4, 4, 4, 4, 3, 3, 5, 4, 6, 3, 4, 4]"
瑞鹤仙 ,张枢,仄平平仄仄。仄仄仄平平，平平平仄。平平仄平仄。仄平平，平仄仄平平仄。平平仄仄。平仄仄、平平仄仄。仄仄平、仄仄平平，仄仄仄平平仄。平仄。平平仄仄，仄仄平平，仄平平仄。平平仄仄。平平仄，平仄平仄。仄仄平、仄仄仄平仄仄，仄仄平平仄仄。仄平平、仄仄平平，仄平仄仄。,0,47,56,103,"[5, 5, 4, 5, 3, 6, 4, 3, 4, 3, 4, 6, 2, 4, 4, 4, 4, 3, 4, 3, 6, 6, 3, 4, 4]"
瑞鹤仙 ,洪瑹,仄平平平仄，仄平平平，平平仄仄。平平仄平仄。仄平平仄仄，平平仄仄。平平仄仄。仄仄仄、平平仄仄。仄平平、仄平仄仄，仄平平仄平仄。平仄。平平仄仄，平仄平平，平平仄仄。平平仄仄。平平仄，平平仄。仄平平仄仄，平平平仄，仄仄平平仄仄。仄平平、平仄平平，仄平仄仄。,0,52,49,101,"[5, 4, 4, 5, 5, 4, 4, 3, 4, 3, 4, 6, 2, 4, 4, 4, 4, 3, 3, 5, 4, 6, 3, 4, 4]"
瑞鹤仙 ,白朴,仄平平仄仄。仄仄仄平平，平平平仄。平平仄平仄。仄平平仄仄，仄平平仄。平平仄仄，仄平平平仄仄。仄平平、仄仄平平，平仄仄平平仄。平仄。平平仄仄，仄仄平平，仄平平仄。平平仄仄。仄平仄，仄平仄。平平仄仄，平平平仄，仄仄平平仄仄。仄平平、仄仄平平，仄平仄仄。,0,49,51,100,"[5, 5, 4, 5, 5, 4, 4, 6, 3, 4, 6, 2, 4, 4, 4, 4, 3, 3, 4, 4, 6, 3, 4, 4]"
瑞鹤仙 ,张肎,平平平仄。平平仄平平，仄仄平仄。平平仄仄，仄平平仄，仄平平仄，平平仄仄。仄仄平平仄仄。仄平平，平仄仄，平仄仄平仄。仄仄平平，平平平仄，仄平平仄。平平仄仄，仄平仄、平平平仄。平平仄仄，平平仄、仄仄平仄。仄平平仄仄，平仄仄仄仄。,0,44,46,90,"[4, 5, 4, 4, 4, 4, 4, 6, 3, 3, 5, 4, 4, 4, 4, 3, 4, 4, 3, 4, 5, 5]"
瑞鹤仙 ,蒋捷,仄平平仄。仄。仄平平仄平，仄平平。仄。平平仄平。仄。仄平平，仄仄平平平。仄。平平仄。仄。仄平平、平平仄。仄。仄仄平、仄仄平平，仄仄仄平平。仄。平。仄。平平仄仄，仄仄平平，仄平平。仄。平平仄。仄。平平仄仄平。仄。仄平平仄仄，平平仄仄，仄仄平平仄。仄。仄平平、仄仄平平，仄平仄。仄。,0,49,53,102,"[4, 1, 5, 3, 1, 4, 1, 3, 5, 1, 3, 1, 3, 3, 1, 3, 4, 5, 1, 1, 1, 4, 4, 3, 1, 3, 1, 5, 1, 5, 4, 5, 1, 3, 4, 3, 1]"
瑞鹤仙 ,方岳,仄平平仄仄。仄平平、平仄仄仄。平平仄平仄。仄平平平仄，仄平平仄。平平仄仄。仄平平、平平仄仄。仄平平，仄仄平平，平仄平平平仄。平仄。平平仄仄，平仄平平，仄平平仄。仄平平仄。仄仄平平平仄。仄平平、平仄仄平仄仄，平仄平平仄仄。仄平平、平仄平平，平平仄仄。,0,54,46,100,"[5, 3, 4, 5, 5, 4, 4, 3, 4, 3, 4, 6, 2, 4, 4, 4, 4, 6, 3, 6, 6, 3, 4, 4]"
齐天乐 ,周邦彦,仄平平仄平平仄，平平仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄，仄平平仄仄，平仄平仄。仄仄平平，平平仄仄，平仄平平仄仄。平平仄仄。仄仄平平平，仄平平仄。仄仄平平，仄平平仄仄。,0,53,49,102,"[7, 6, 4, 4, 6, 4, 5, 4, 4, 7, 6, 5, 4, 4, 4, 6, 4, 5, 4, 4, 5]"
齐天乐 ,周邦彦,平平仄仄平平仄。平仄仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄，仄平平仄仄，仄平平仄。仄仄平平，平平仄仄，仄仄平平平仄。平平仄仄。仄仄仄平平，仄平平仄。仄仄平平，仄平平仄仄。,0,51,51,102,"[7, 6, 4, 4, 6, 4, 5, 4, 4, 7, 6, 5, 4, 4, 4, 6, 4, 5, 4, 4, 5]"
齐天乐 ,吴文英,仄平平仄平平仄，平平仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄。仄平平仄仄，平仄平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄仄仄平平，仄平平仄。仄仄平平，仄平平仄仄。,0,53,49,102,"[7, 6, 4, 4, 6, 4, 5, 4, 4, 7, 6, 5, 4, 4, 4, 6, 4, 5, 4, 4, 5]"
齐天乐 ,陆游,仄平平仄平平仄，平平仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄。仄平平仄，仄仄仄平平仄。仄仄平平，平平仄仄，仄仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄。,0,53,50,103,"[7, 6, 4, 4, 6, 4, 5, 4, 4, 7, 6, 4, 6, 4, 4, 6, 4, 5, 4, 4, 5]"
齐天乐 ,姜夔,仄平平仄平平仄。平平仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平仄仄仄平仄。平平仄平仄仄。仄平平仄仄，平仄平仄。仄仄平平，平平仄仄，仄仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄。,0,52,50,102,"[7, 6, 4, 4, 6, 4, 5, 4, 4, 7, 6, 5, 4, 4, 4, 6, 4, 5, 4, 4, 5]"
齐天乐 ,吕渭老,平平平仄平平仄，平仄仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄仄仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平平仄，仄仄平、平平平仄，仄平平仄。仄仄平平，平平仄仄，平仄平平仄仄。平平仄仄。仄仄仄平平，仄平平仄。平仄平平，仄平平仄仄。,0,55,48,103,"[7, 6, 4, 4, 6, 4, 5, 4, 4, 7, 5, 3, 4, 4, 4, 4, 6, 4, 5, 4, 4, 5]"
齐天乐 ,吴文英,平平平仄平平仄，平平仄平仄仄。仄仄平平，平平仄仄，仄仄平平平仄。平平仄仄。仄仄仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄，仄平平仄，仄仄仄平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄。,0,51,51,102,"[7, 6, 4, 4, 6, 4, 5, 4, 4, 7, 6, 4, 5, 4, 4, 6, 4, 5, 4, 4, 5]"
齐天乐 ,方千里,仄平平仄平平仄，平平仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄，仄平平仄仄，平平仄仄平仄。仄仄平平，平平仄仄，仄仄平平仄仄。平平仄仄。仄仄仄平平，仄平平仄。仄仄平平，仄平平仄仄。,0,52,52,104,"[7, 6, 4, 4, 6, 4, 5, 4, 4, 7, 6, 5, 6, 4, 4, 6, 4, 5, 4, 4, 5]"
昼锦堂 ,周邦彦,仄仄平平，平平仄仄，仄仄平仄平平。仄仄仄平平仄，仄仄平平。平平平平平仄仄，仄平平仄仄平平。平平仄，仄仄仄平，平平仄仄平平。平平。仄仄仄，平仄仄，平平平仄平平。仄仄平平仄仄，仄仄平平。仄平平仄平平仄，仄平平仄仄平平。平平仄，平仄仄平平仄，仄仄平平。,0,54,48,102,"[4, 4, 6, 6, 4, 7, 7, 3, 4, 6, 2, 3, 3, 6, 6, 4, 7, 7, 3, 6, 4]"
昼锦堂 ,蒋捷,仄仄平平，平平仄仄，仄仄平仄平平。仄仄仄平平仄，仄仄平平。仄平平平平仄仄，仄平仄仄仄平平。平平仄，仄仄仄平，平平仄仄平平。平仄。平仄仄，平仄仄。平平平仄平平。仄仄平平平仄，仄仄平平。仄平平仄平平仄，仄平平仄仄平平。平平仄，平仄仄平平仄，仄仄平平。,0,53,49,102,"[4, 4, 6, 6, 4, 7, 7, 3, 4, 6, 2, 3, 3, 6, 6, 4, 7, 7, 3, 6, 4]"
昼锦堂 ,宋自逊,平仄平平，平平仄仄，平仄平仄平平。仄仄仄平平仄，仄仄平平。平平仄仄平平仄，平平仄仄仄平平。平平仄，仄仄平平，平平仄仄平平。平平。平仄仄，仄仄仄平平，仄仄平平。仄仄平平仄仄，仄仄平平。平平仄仄平平仄，平平平仄仄平平。平平仄，平仄平平仄仄，平仄平平。,0,57,45,102,"[4, 4, 6, 6, 4, 7, 7, 3, 4, 6, 2, 3, 5, 4, 6, 4, 7, 7, 3, 6, 4]"
昼锦堂 ,孙惟信,仄仄平平，平平仄仄，仄平平仄平平。仄仄平平，平仄仄、仄平平。仄平平仄平平仄，仄平平仄仄平平。平平仄，平仄仄平，平平仄仄平平。平平。平仄仄，平仄仄，平平仄仄平平。仄仄平平，平仄仄仄平平。仄平平仄平平仄，仄平平仄仄平平。平平仄，平仄仄平，平仄仄仄平平。,0,57,45,102,"[4, 4, 6, 4, 3, 3, 7, 7, 3, 4, 6, 2, 3, 3, 6, 4, 6, 7, 7, 3, 4, 6]"
昼锦堂 ,陈允平,仄仄平平，平平仄仄，平平仄仄平仄。仄仄平平，平仄仄平平仄。仄平平仄平仄仄，仄平平仄平平仄。平平仄。平仄仄平，平仄仄平平仄。平仄。平仄仄。平仄仄平平，平仄平仄。仄仄平平，平仄仄平平仄。仄仄平平平仄仄，仄平平仄平平仄。平平仄。仄仄仄平平仄，仄平平仄。,0,51,51,102,"[4, 4, 6, 4, 6, 7, 7, 3, 4, 6, 2, 3, 5, 4, 4, 6, 7, 7, 3, 6, 4]"
氐州第一 ,周邦彦,平仄平平，平仄仄仄，平平仄仄平仄。仄仄平平，平平仄仄，平仄平平仄仄。平仄平平，仄仄仄、平平平仄。仄仄平平，平平仄仄，仄平平仄。仄仄平平平仄仄。仄平仄、仄平平仄。仄仄平平，平平仄仄，仄仄平平仄。仄平平、平仄仄，平平仄、平平仄仄。仄仄平平，仄平平、平平仄仄。,0,51,51,102,"[4, 4, 6, 4, 4, 6, 4, 3, 4, 4, 4, 4, 7, 3, 4, 4, 4, 5, 3, 3, 3, 4, 4, 3, 4]"
氐州第一 ,陈允平,平仄平平，平平仄仄，平平仄仄平仄。仄仄平平，平平平仄，平仄平平仄仄。平仄平平仄，仄仄仄平平仄。仄仄平平，仄平平仄，仄平平仄。仄仄平平平仄仄。平平仄、仄平平仄。仄仄平平，平平仄仄，仄仄平平仄。仄平平、平仄仄。平平仄、平平仄仄。仄仄平平，仄平平、平平仄仄。,0,53,49,102,"[4, 4, 6, 4, 4, 6, 5, 6, 4, 4, 4, 7, 3, 4, 4, 4, 5, 3, 3, 3, 4, 4, 3, 4]"
花发状元红慢 ,刘几,平平仄仄，仄仄平平，仄平仄平仄。平平仄仄。仄平仄，仄仄平平平仄。仄仄平仄平，平仄仄平平平仄。仄平平，仄仄平平仄，仄仄平仄。仄仄平平平仄，仄仄平平，仄平平仄。仄仄平平，仄仄仄。仄平仄、仄仄平仄。仄平平仄仄，平仄仄平平平仄。仄平平，仄仄仄仄平，平仄平仄。,0,45,57,102,"[4, 4, 5, 4, 3, 6, 5, 7, 3, 5, 4, 6, 4, 4, 4, 3, 3, 4, 5, 7, 3, 5, 4]"
恋芳春慢 ,万俟咏,平仄平平，仄平仄仄，仄平平仄平平。仄仄平平，仄仄仄仄平平。仄仄平平仄仄，仄仄仄、仄仄平平。平仄仄、仄仄平平，仄仄平仄平平。平平仄仄，仄平仄仄，平平仄仄，平仄平平。仄仄平平，仄仄仄仄平平。仄仄平平仄仄，仄平仄、平仄平平。平平仄、平仄平平仄平，平仄平平。,0,49,53,102,"[4, 4, 6, 4, 6, 6, 3, 4, 3, 4, 6, 4, 4, 4, 4, 4, 6, 6, 3, 4, 3, 6, 4]"
瑶华 ,周密,平平仄仄。平仄平平，仄平平平仄。平平平仄，平仄仄、仄仄平平平仄。平平平仄，仄平仄、平平平仄。平仄平、平仄平平，仄仄仄平平仄。平平仄仄平平，仄仄仄平平，平仄平仄。平平仄仄，平仄仄、平仄平平平仄。仄平仄仄，仄仄仄、平平平仄。仄仄平、仄仄平平，仄仄仄平平仄。,0,53,49,102,"[4, 4, 5, 4, 3, 6, 4, 3, 4, 3, 4, 6, 6, 5, 4, 4, 3, 6, 4, 3, 4, 3, 4, 6]"
瑶华 ,张雨,平平平仄，仄仄平平，仄仄平平仄。平平仄仄，仄仄仄、仄仄平平平仄。平平仄仄，仄仄仄、平平平仄。仄平平、平仄平平，仄仄仄平平仄。仄平平仄平平，仄仄仄平平，仄仄平仄。平平仄仄，平仄仄、平仄仄平平仄。仄平仄仄，仄仄仄、平平平仄。仄仄仄、平仄平平，仄仄仄平平仄。,0,46,56,102,"[4, 4, 5, 4, 3, 6, 4, 3, 4, 3, 4, 6, 6, 5, 4, 4, 3, 6, 4, 3, 4, 3, 4, 6]"
湘春夜月 ,黄孝迈,仄平平，仄平平仄平平。仄仄仄仄平平，平仄仄平平。仄仄仄平平仄，仄仄平平仄，仄仄平平。仄仄平仄仄，平平仄仄，平仄平平。平平仄仄，平平仄仄，平仄平平。仄仄平平，平仄仄、仄平平仄，平仄平平。平平仄仄，仄仄平、平仄平平。仄仄仄，仄平平仄仄、平平仄仄，平仄平平。,0,51,51,102,"[3, 6, 6, 5, 6, 5, 4, 5, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 5, 4, 4]"
曲游春 ,周密,仄仄平平仄，仄仄平平仄，平仄平仄。仄仄平平，仄平平平仄，仄平平仄。仄仄平平仄。仄仄仄、仄平平仄。仄仄平、仄仄平平，平仄仄平平仄。仄仄。平平平仄。仄平仄平平，平仄平仄。平仄平平，仄平平仄仄，仄平平仄。平仄平平仄。仄仄仄、平平平仄。仄仄平、仄仄平平，仄平仄仄。,0,48,55,103,"[5, 5, 4, 4, 5, 4, 5, 3, 4, 3, 4, 6, 2, 4, 5, 4, 4, 5, 4, 5, 3, 4, 3, 4, 4]"
曲游春 ,施岳,仄仄平平仄，仄仄平平仄，平仄平仄。仄仄平平，仄仄平仄仄，仄平平仄。仄仄平平仄。仄仄仄、仄平平仄。仄仄平、仄仄平平，平仄仄平平仄。仄仄。平平仄仄。仄平仄平平，平仄平仄。平仄平平，仄平平仄仄，仄平平仄。仄仄平平仄。仄仄仄、仄平平仄。仄仄平、仄仄平平，仄平仄仄。,0,43,60,103,"[5, 5, 4, 4, 5, 4, 5, 3, 4, 3, 4, 6, 2, 4, 5, 4, 4, 5, 4, 5, 3, 4, 3, 4, 4]"
曲游春 ,赵文,平仄平平仄，仄平平平仄，平仄平仄。仄仄平平，仄平平仄仄，平平平仄。仄仄平平仄。平仄仄、仄平平仄。仄平仄仄平平，平平仄仄平仄。仄仄平平平仄。仄仄仄平平，平仄平仄。仄仄平平，平平平仄仄，平平平仄。仄仄平平仄。仄仄仄、平平仄仄。平仄平仄平平，平平仄仄。,0,51,50,101,"[5, 5, 4, 4, 5, 4, 5, 3, 4, 6, 6, 6, 5, 4, 4, 5, 4, 5, 3, 4, 6, 4]"
竹马儿 ,柳永,平平仄平平，平平仄仄，仄平平仄。仄平仄仄仄，平平仄仄，平平平仄。仄仄仄仄平平，平平仄仄，仄平平仄。仄仄仄平平，仄平平，平仄平平平仄。仄仄平平仄，平平仄仄，仄平平仄。平平仄仄平仄。平仄平平平仄。仄仄仄仄平平，仄平平仄，平仄平平仄。平平仄仄，仄仄平平仄。,0,52,51,103,"[5, 4, 4, 5, 4, 4, 6, 4, 4, 5, 3, 6, 5, 4, 4, 6, 6, 6, 4, 5, 4, 5]"
竹马儿 ,叶梦得,仄平仄、平平平平仄仄，仄平平仄。仄平平仄仄，平仄平仄，平平平仄。仄仄平仄平平，平平仄仄，仄平平仄。平仄仄平平，仄平平平仄，平平平仄。仄仄平平仄，平平仄仄，仄平平仄。平平仄平平仄。仄仄平平平仄。仄仄仄仄平平，仄平平仄，平仄平平仄。平平仄仄，仄平平平仄。,0,55,48,103,"[3, 6, 4, 5, 4, 4, 6, 4, 4, 5, 5, 4, 5, 4, 4, 6, 6, 6, 4, 5, 4, 5]"
长相思慢 ,柳永,仄仄平平，平平仄仄，仄仄平仄平平。平平仄仄仄仄，平平平仄，仄仄平平。仄仄平平。仄平平仄仄，仄仄平平。仄仄平平。仄平平、仄仄平平。仄平仄平平，仄仄平平仄仄，仄仄平平。平平仄仄，仄仄平平，仄仄平平。平平仄仄，仄平平、平仄平平。仄平平、平仄平仄，平平仄仄平平。,0,54,49,103,"[4, 4, 6, 6, 4, 4, 4, 5, 4, 4, 3, 4, 5, 6, 4, 4, 4, 4, 4, 3, 4, 3, 4, 6]"
长相思慢 ,周邦彦,仄仄平平，平平平仄，平仄平仄平平。平平仄仄，仄仄平平，平仄仄仄平平。仄仄平平。仄平平平仄，仄仄平平。仄仄平平。仄平平、仄仄平平。仄平仄平平，仄仄平平仄仄，仄仄平平。平平仄仄，平仄平平，仄仄平平。平平仄仄，仄平平、平仄平平。仄平平仄仄，平仄平平，平仄平平。,0,58,45,103,"[4, 4, 6, 4, 4, 6, 4, 5, 4, 4, 3, 4, 5, 6, 4, 4, 4, 4, 4, 3, 4, 5, 4, 4]"
长相思慢 ,秦观,仄仄平平，仄平仄仄，平平仄仄平平。平平仄仄，仄仄平平，平平平仄平平。仄仄平平。仄平平仄仄，平仄平平。仄仄仄平平。仄平平、平仄平平。仄平仄平平，仄平平仄，平仄仄仄平平。平平平仄仄，仄平平、平仄平平。仄仄平平。平仄仄、平平仄平。仄平平、平平仄仄，仄平平仄平平。,0,60,44,104,"[4, 4, 6, 4, 4, 6, 4, 5, 4, 5, 3, 4, 5, 4, 6, 5, 3, 4, 4, 3, 4, 3, 4, 6]"
长相思慢 ,袁去华,仄仄平平，仄平仄仄，仄仄平仄平平。平平仄仄，仄仄平平，平平平仄平平。仄仄平平。仄平平仄仄，仄仄平平。平仄仄平平。仄平平、仄仄平平。仄仄仄、平平仄仄，平平仄仄，平仄平平。平平平平仄，仄平平、平仄平平。平仄平平，平仄仄、平平仄平。仄平平、平平仄仄，平平平仄平平。,0,60,44,104,"[4, 4, 6, 4, 4, 6, 4, 5, 4, 5, 3, 4, 3, 4, 4, 4, 5, 3, 4, 4, 3, 4, 3, 4, 6]"
雨霖铃 ,柳永,平平平仄。仄平平仄，仄仄平仄。平平仄仄平仄，平平仄仄，平平平仄。仄仄平平仄仄，仄平仄平仄。仄仄仄、平仄平平，仄仄平平仄平仄。平平仄仄平平仄。仄平平、仄仄平平仄。平平仄仄平仄，平仄仄、仄平平仄。仄仄平平，平仄平平，仄仄平仄。仄仄仄、平仄平平，仄仄平平仄。,0,49,54,103,"[4, 4, 4, 6, 4, 4, 6, 5, 3, 4, 7, 7, 3, 5, 6, 3, 4, 4, 4, 4, 3, 4, 5]"
雨霖铃 ,王庭珪,平平仄仄。仄平平、仄仄平平仄。平平仄平仄仄，平平仄仄，平平平仄。仄仄平平平仄，仄平平平仄。仄仄平、平仄平平，仄仄平平仄平仄。仄平仄仄平平仄。仄平平、仄仄平平仄。平平仄平仄仄，仄仄仄、仄平平仄。仄仄平平，平仄平平，仄平平仄。仄仄仄、平仄平平，仄仄平平仄。,0,51,52,103,"[4, 3, 5, 6, 4, 4, 6, 5, 3, 4, 7, 7, 3, 5, 6, 3, 4, 4, 4, 4, 3, 4, 5]"
雨霖铃 ,黄裳,平平平仄。仄平平、仄仄平平仄。平平仄仄平仄，平平仄仄，平平平仄。仄仄平平，仄仄仄、平仄平仄。仄仄仄、平仄平平，仄仄平、平仄平仄。平平仄仄平平仄。仄平平、仄仄平平仄。仄平仄仄平仄，平仄仄、仄平平仄。仄仄平平，平仄平平，仄仄平仄。仄仄仄、仄仄平平，仄仄平平仄。,0,48,55,103,"[4, 3, 5, 6, 4, 4, 4, 3, 4, 3, 4, 3, 4, 7, 3, 5, 6, 3, 4, 4, 4, 4, 3, 4, 5]"
还京乐 ,周邦彦,仄平仄，仄仄平平仄仄平仄仄。仄仄平平仄，仄平仄仄，平平平仄。仄仄平平仄。平平仄仄平平仄。仄仄仄，平仄仄仄，平平平仄。仄平平仄。仄平平平仄，平平仄仄，平平平仄仄仄。平平仄仄平平，仄平平、仄平平仄。仄平平、平仄仄平平，平平仄仄。仄仄平平仄，平平平仄平仄。,0,51,52,103,"[3, 9, 5, 4, 4, 5, 7, 3, 4, 4, 4, 5, 4, 6, 6, 3, 4, 3, 5, 4, 5, 6]"
还京乐 ,陈允平,仄平仄，仄仄平平、仄仄平仄仄。仄平平仄仄，仄平平仄，平平平仄。仄仄平平仄。仄平仄仄平平仄。仄仄仄，平仄平平，平平平仄。仄平平仄。仄平平，平仄平平仄仄。平平仄平仄仄。平平仄仄平平，仄平平、仄平平仄。仄平平、仄仄仄平平，平平仄仄。仄仄平平仄，平平平仄平仄。,0,52,51,103,"[3, 4, 5, 5, 4, 4, 5, 7, 3, 4, 4, 4, 3, 6, 6, 6, 3, 4, 3, 5, 4, 5, 6]"
还京乐 ,方千里,仄平仄，仄仄平平仄仄平仄仄。仄仄平平仄，仄平仄仄，平平平仄。仄仄平平仄。平平仄仄平平仄。仄仄仄平仄，仄仄平平平仄。仄平平仄。仄平平、平仄平平，仄仄平平，平仄仄仄。平平仄仄平平，仄平平、仄平平仄。仄平平、平仄仄平平，平平仄仄。仄仄平平仄，平平平仄平仄。,0,51,52,103,"[3, 9, 5, 4, 4, 5, 7, 5, 6, 4, 3, 4, 4, 4, 6, 3, 4, 3, 5, 4, 5, 6]"
还京乐 ,杨泽民,平平仄。仄仄平平仄仄平仄仄。仄仄平平仄仄平，仄仄平平平仄。仄仄平平仄。平平仄仄平平仄。仄仄仄，平仄仄仄，平平平仄。仄平平仄。仄平平、平仄平平，仄仄平平，平仄仄仄。平平仄仄平平，仄平平、仄平平仄。仄平平、仄仄仄平平，平平仄仄。仄仄平平仄，平平平仄平仄。,0,51,52,103,"[3, 9, 7, 6, 5, 7, 3, 4, 4, 4, 3, 4, 4, 4, 6, 3, 4, 3, 5, 4, 5, 6]"
