词牌名,作者,韵律
金错刀 ,冯延巳,仄平平，仄平平。平平平仄平平平。仄平仄仄平平仄。平仄平平仄仄平。平仄仄，仄平平。平平仄仄平平平。平平平仄平平仄。仄仄平平仄仄平。
金错刀 ,叶李,平平仄。平平仄。平仄平平平仄仄。平平平仄仄平平，仄仄平平平仄仄。平平仄。平平仄。平平仄仄平平仄。仄平仄仄仄平平，平仄仄平平仄仄。
端正好 ,杜安世,仄仄平平平平仄。平平仄、平仄平仄。仄平平仄仄平仄。仄仄平、平平仄。仄平平平平平仄。平平仄、平平平仄。平平仄仄仄平仄。仄仄平、平平仄。
端正好 ,杨无咎,平平仄仄平平仄。仄平仄、仄平平仄。仄平仄仄平平仄。仄平仄、平平仄。平平仄仄平平仄。仄平仄、仄平平仄。平平平仄平平仄。仄仄仄、平平仄。
杏花天 ,朱敦儒,仄平平仄平平仄。仄仄仄、平平平仄。平平仄仄平平仄。平仄仄平仄仄。平仄仄、仄平仄仄。仄仄仄、平平平仄。仄平仄仄平平仄。平仄平平仄仄。
杏花天 ,侯寘,仄平仄仄平平仄。仄平仄、平平平仄。仄平仄仄平平仄。仄仄仄、平平平仄。仄平仄仄平平仄。仄仄仄、平平平仄。平平仄仄平平仄。仄仄平平仄仄。
杏花天 ,卢炳,仄平仄仄平平仄。仄仄仄、平平仄仄。仄平平仄平平仄。仄仄仄、平平仄仄。仄仄仄、平平仄仄。仄平仄、平平仄仄。平平平仄平平仄。仄平仄、平平仄仄。
天下乐 ,杨无咎,仄仄仄平仄仄仄。仄仄仄、平仄仄。平平平平仄仄仄。平平仄、仄平平仄。仄仄仄、平平仄仄仄。仄仄仄、平平仄。仄平仄仄平仄仄。仄平平、平仄仄。
恋绣衾 ,朱敦儒,仄仄平平仄仄平。仄平平、平仄仄平。仄仄仄、平平仄，仄平平、平仄仄平。仄平仄仄平平仄，仄平平、平仄仄平。仄仄仄、平平仄，仄平平、仄仄仄平。
恋绣衾 ,周密,仄平平仄平仄平。仄平平、平仄仄平。仄仄仄平平仄，仄仄平、平仄仄平。平平仄仄平平仄，仄平平、平仄仄平。平仄仄平平仄，仄平平、平仄仄平。
恋绣衾 ,辛弃疾,平仄平仄平仄平。仄平平、平仄仄平。仄仄仄、仄仄平仄，仄平平、平仄仄平。平平仄仄平平仄，仄仄仄、仄仄仄平。仄仄仄、平平仄，仄平仄、平仄仄平。
恋绣衾 ,韩淲,平平仄仄仄仄平。仄平平、平仄仄平。仄仄仄、平平仄，仄平平、平仄仄平。平平仄仄平平仄，仄平平仄、仄仄仄平。仄仄仄、平平仄，仄仄平平仄仄平。
恋绣衾 ,赵汝茪,仄平平仄仄平平。仄仄仄、平平仄平。仄平平、仄仄平仄，仄平平、平仄仄平。仄平平仄平平仄，仄平平、平仄仄平。仄仄平、平平平仄，仄平平、平仄仄平。
钗头凤 ,无名氏,平平仄。仄平仄。仄平平仄平平仄。平平仄。平平仄。仄仄平平，仄平平仄。平平仄。平平仄。仄平平仄平平仄。平平仄。仄平仄。仄平平仄，仄平平仄。
钗头凤 ,史达祖,平平仄。平仄仄。仄平仄仄平平仄。平平仄。平平仄。仄仄平平，仄平平仄。仄。仄。平平仄。平平仄。仄平仄仄平平仄。平平仄。平平仄。仄仄平平，仄平平仄。仄。仄。
钗头凤 ,吕渭老,平平仄。平平仄。仄平平仄平平仄。仄平平。仄平平。仄仄平平，平仄平平。平。平。平平仄。平平仄。仄平仄仄平平仄。仄平平。仄平平。仄仄平平，平仄平平。平。平。
钗头凤 ,程垓,平平仄。平平仄。仄平平仄平平仄。平仄仄。平平仄。仄仄平平，仄平平仄。仄。仄。仄。平平仄。平平仄。仄平平仄平平仄。平平仄。仄平仄。平仄平平，仄平平仄。仄。仄。仄。
钗头凤 ,宋媛唐氏,仄平仄。平平仄。仄仄平平平仄仄。仄平平。仄平平。仄平平仄，仄仄平平。平。平。平。平平仄。平平仄。仄平平仄平平仄。仄平平。仄平平。仄平平仄，仄仄平平。平。平。平。
鬓边华 ,无名氏,仄平平仄仄仄。平仄仄、平平仄仄。仄平平、平仄平平，仄平仄、平平仄仄。平平平仄平平，仄仄仄、平平仄仄。仄平仄、平仄平平，仄平仄、平平仄仄。
玉楼人 ,无名氏,仄平平仄平平仄。平仄仄、平平仄仄。平平平仄平平，仄平平、平仄仄仄。平平仄仄平平仄。仄仄平、仄仄平仄。仄平仄仄平平，仄平平、仄仄平仄。
江月晃重山 ,陆游,平仄平平仄仄，仄平平仄平平。仄平平仄仄平平。平平仄，平仄仄平平。仄仄平平仄仄，平平平仄平平。平平平仄仄平平。平平仄，仄仄仄平平。
南乡一剪梅 ,虞集,平仄仄平平。仄仄平平仄仄平。仄仄平平平仄仄，平仄平平。仄仄平平。平仄仄平平。仄仄平平仄仄平。仄仄平平平仄仄，平仄平平。平仄平平。
鹦鹉曲 ,白无咎,平平平仄平平仄。仄仄仄仄仄平仄。仄平平、仄仄平平，仄仄平平平仄。仄平平、仄仄平平，仄仄仄平平仄。仄平平、仄仄平平，仄仄仄、平平仄仄。
一七令 ,白居易,平。仄仄，平平。平仄仄，仄平平。平仄平仄，仄平仄平。仄平平仄仄，平仄仄平平。平仄仄平仄仄，仄平平仄平平。仄平平仄仄平仄，仄仄平平仄仄平。
一七令 ,韦式,仄。平平，仄仄。仄仄仄，平平仄。仄仄平仄，平平仄仄。仄仄仄平平，平平平仄仄。平仄仄平平仄，仄仄平平仄仄。平平平仄仄平平，平仄仄平仄仄仄。
一七令 ,张南史,平。平。平仄，平平。平平仄，仄平平。平平仄仄，仄仄平平。仄平平仄仄，平仄仄平平。平仄仄平平仄，平平仄仄平平。仄仄平平平仄仄，仄平仄仄仄平平。
一七令 ,张南史,仄。仄。仄平，平仄。仄平平，平仄仄。仄仄平仄，平平仄仄。平平仄仄平，平仄平平仄。平平仄仄平仄，平仄平平仄仄。仄平仄仄仄平平，平仄仄平平仄仄。
河传 ,温庭筠,平仄。平仄。仄平平。平仄平平仄平。仄平仄平平仄平。平平。仄平平仄平。仄仄平平平仄仄。平仄仄。平仄平平仄。仄平平。平仄平。仄平。仄平平仄平。
河传 ,孙光宪,平仄。平仄。仄平平仄。仄仄平平。仄平平仄仄平平。平平。平平平仄平。仄平平仄平平仄。平平仄。平仄平平仄。仄平平。平仄平。平平。仄平平仄平。
河传 ,顾夐,仄仄。平仄。平平仄仄，仄平平仄。仄平平仄仄平平。仄平。仄平平仄平。平平平仄平平仄。平平仄。仄仄仄平仄。仄平平。仄平平。平平。仄平平仄平。
河传 ,辛弃疾,平仄。平仄。平平仄仄。仄平平仄。仄平平仄仄平平。仄平。仄平平仄平。仄平仄仄平平仄。仄平仄。仄仄平平仄。仄平平。仄仄平。仄平。仄平平仄平。
河传 ,张泌,平仄。平仄。平平平仄。仄仄平平。仄平平仄仄平平。平平。仄平平。平平仄仄平平仄。仄平仄。仄仄平平仄。平平平仄仄平平。平平。平平仄仄平。
河传 ,阎选,平仄。平仄。平仄平仄，仄仄平平。仄平平仄仄平平。平平。仄平平。平平仄仄平平仄。平仄仄。仄仄平平仄。仄平平仄仄平平。平平。仄平平仄平。
河传 ,韦庄,仄仄。平仄。仄平平仄。平仄平平。平平仄仄，平仄仄仄平平。仄平平。仄平平仄平平仄。平平仄。仄仄平平仄。平平仄仄，平仄仄仄平平。仄平平。
河传 ,张先,仄仄，平仄。仄平平仄。平仄平平。仄平平仄，平仄仄仄平平。仄平平。平平仄仄平平仄。平平仄。仄仄平平仄。平平仄仄，平仄仄仄平平。仄平平。
河传 ,李清照,仄仄，平仄。平平平仄。仄仄平平。仄平仄仄。平仄仄仄平平。仄平平。平平仄仄平平仄。平平仄。仄仄平仄仄。平平仄仄，平仄仄仄平平。仄平平。
河传 ,张元干,仄仄，平仄。平平平仄。仄仄平平，仄平仄仄。平仄仄仄平平。仄平平。平平仄仄平平仄。平平仄。仄仄平平仄。平平仄仄，仄仄平仄平平。仄平平。
河传 ,陆游,仄仄平仄。仄平平仄。仄仄平平，仄平仄仄。平仄平仄平平。仄平平。平平仄仄平平仄。仄平仄仄。仄仄平平仄。平平仄仄，平仄仄仄平平。仄平平。
河传 ,陆游,仄仄，平仄，平平平仄。仄仄平平，仄平仄仄。平仄仄仄平平。仄平平。平平平仄平平仄。仄平仄仄。仄仄平平仄。平平仄仄平仄，仄仄平平。仄平平。
河传 ,黄昇,仄仄。平仄。平平平仄。仄仄平平，平平仄仄。平仄平仄平平。仄平平。平平仄仄平平仄。仄平仄仄。仄仄平平仄。仄平平仄平仄，平仄平平。仄平平。
河传 ,李珣,平仄。平仄。仄平平仄。平仄平平。仄平平仄。平仄仄仄平平。仄平平仄平。平平仄仄平平仄。平仄仄。仄仄平平仄。仄平平仄，平仄仄仄平平。仄平平。
河传 ,李珣,仄仄。平仄。平平平仄。平仄平平。平平仄仄。平仄仄仄平平。平平仄仄平。平平仄仄平平仄。平平仄。仄仄平平仄。仄平平平仄，仄平仄平平。仄平平。
河传 ,孙光宪,平仄。平仄。平平仄仄。平平仄仄。仄平平仄，平仄平平仄仄。仄平平仄仄。仄平平仄平平仄。平平仄。仄仄平平仄。平仄平。平仄平。平平。仄平平仄平。
河传 ,顾夐,仄仄。平仄。仄平平仄，仄平平仄。仄平平，仄平平，平仄。仄平平仄仄。仄仄平平仄平仄。平平仄。仄仄平平仄。仄平平。仄平平。仄平。仄平平仄平。
河传 ,顾夐,仄仄，平仄。仄平平仄，平平平仄。平平仄仄仄平平，平仄。仄平平仄仄。仄平平仄平平仄。平平仄。平仄平平仄。仄平平。平仄平。平平。仄平平仄平。
河传 ,孙光宪,仄平平仄。仄平平仄。平平平仄。仄平平，平仄仄平平仄。平平平仄仄。平平仄仄平平仄。平平仄。平仄平平仄。仄平平。平仄平。平平。平平仄仄平。
河传 ,孙光宪,仄平平仄。仄平平仄。平平仄仄。仄平平仄仄仄。仄仄。平平平仄仄。平平仄仄平平仄。平平仄。平仄平平仄。仄平平。仄仄平。平平。平平平仄平。
河传 ,张泌,仄仄，平仄。平仄仄平，仄平平仄。仄平平仄，平仄仄仄。仄平平仄仄。仄平仄仄平平仄。平平仄。平仄平仄仄。仄平平仄平仄。仄平平仄仄。
河传 ,柳永,平仄。仄仄。平平仄仄，平平平仄。平平仄仄，仄仄平平平仄。平平平仄仄。仄平仄仄平平仄。平平仄。仄仄平平仄。仄仄仄平，仄仄平平平仄。仄平平仄仄。
河传 ,柳永,仄平平仄。平平仄仄，平平平仄。平平仄仄，仄仄仄平平仄。平平平仄仄。仄平仄仄平平仄。平平仄。仄仄平平仄。仄仄仄平平仄，平平平仄。平平平仄仄。
河传 ,徐昌图,平平仄仄。平平仄仄，平平仄仄。平仄仄平，仄平仄仄平平，仄平平、平仄仄。仄平仄仄平平仄。平平仄仄，仄仄平平仄。平仄仄平，仄平平仄平平，仄平平、平仄仄。
河传 ,吕渭老,平平仄仄。仄平平仄仄。平平平仄。仄仄仄平，仄仄仄平平仄。仄仄平、平仄仄。平平仄仄平平仄。仄仄平平，仄仄平平仄。平仄仄平，仄仄平平平仄。仄平平、仄仄仄。
河传 ,黄庭坚,平平仄仄。仄平仄仄，平仄平平仄。仄仄仄平，仄仄平平平仄，仄平仄、仄仄仄。平平仄仄平平仄。平仄平平，仄仄平平仄。仄仄平平，仄仄仄平平仄。仄仄平、平仄仄。
河传 ,无名氏,平平仄仄。平仄仄、平平平仄。平仄仄平，仄平平平平仄。仄平平、平仄仄。仄平仄仄平平仄。仄仄平平，平仄平平仄。平仄仄仄，平仄平仄平平，仄平平、平仄仄。
望远行 ,（南唐）李璟,仄仄平平仄仄平。平平平仄仄平平。平平仄仄仄平平。平平平仄仄平平。平平仄，仄平平。仄平平仄仄平平。平平平仄仄平平。平平平仄仄平平。
望远行 ,李珣,平仄平平仄仄平。平仄平平仄平。平平平仄仄平平。仄平平仄仄平平。平仄仄，仄平平。仄仄平平仄平。平平平仄仄平平。仄平平仄仄平平。
望远行 ,韦庄,仄仄平平仄仄平。平仄仄平平。仄平平仄仄平平。平仄仄平平。平仄仄，仄平平。仄平平仄平平。仄平平仄仄平平。平仄仄平仄平平。仄仄仄平仄，仄仄仄平平。
望远行 ,无名氏,平平平仄仄，仄仄仄平平。仄平平、平平仄仄仄平平。仄平平平仄，仄仄仄平仄平。仄仄仄平平平仄平。平平平仄仄，平仄仄平平。仄平平平仄，平仄仄平平。仄平平平仄，仄仄平平仄平。仄仄仄平平平仄平。
望远行 ,柳永,仄平仄仄，平平仄、平仄平平平仄。仄仄平平，平平平仄，仄仄仄平仄仄。平仄平平，平平仄仄，仄仄仄平，平平仄仄。仄仄平、平仄平平仄平仄。平仄。平仄平平平仄。仄仄仄、平平仄仄。仄仄仄仄，平仄平平，平仄仄平平仄。仄平平仄平平，仄仄仄仄，仄仄平平平仄。仄平平平仄，仄平平仄。
望远行 ,柳永,平平仄仄，平平仄、仄仄平平平仄。仄平平仄，仄仄平平，平仄仄平平仄。仄仄平平，平仄仄平平仄，平仄仄平平仄。仄平平、平仄平平仄仄。平仄。平仄仄平仄仄，仄仄仄、仄平平仄。仄仄仄平，仄平仄仄，平仄仄平平仄。平仄平平平仄，平平平仄，仄仄平平平仄。仄仄平平仄，平平平仄。
望远行 ,无名氏,平平仄仄，仄仄仄、平平平平平仄。仄平平仄，平仄平平，仄仄仄平平仄。仄仄平平，仄仄仄平平仄，仄仄平平仄仄。仄平平、平仄平平平仄。平仄。平仄仄平仄仄，仄仄平、平平仄仄。仄平仄仄，平平仄仄，仄仄仄平平仄。仄仄平平，平仄平平平仄，平仄平平仄仄。仄仄平、平仄平平平仄。
木兰花令 ,韦庄,仄仄仄平平仄仄。平仄仄平平仄仄。平仄仄，仄平平，仄仄仄平平仄仄。仄仄仄平平仄仄。平仄仄平平仄仄。平平仄仄仄平平，平仄仄平平仄仄。
木兰花令 ,毛熙震,仄平平，平仄仄。仄仄平平平仄仄。平仄仄，仄平平，仄仄仄平平仄仄。仄平平，平仄仄。平仄仄平平仄仄。平仄仄，仄平平，仄仄平平平仄仄。
木兰花令 ,魏承班,仄平平，平仄仄。仄仄平平平仄仄。平仄仄，仄平平，仄平平仄平平仄。平平仄仄平平仄。仄仄平平平仄仄。平平平仄仄平平，仄平仄仄平平仄。
金莲绕凤楼 ,宋徽宗,仄仄平平平平仄。平仄仄、平平平仄。仄平平仄平平仄。仄平平、仄平平仄。平平仄平仄仄。平仄仄、平平仄仄。仄平平仄平平仄。平平平、仄平平仄。
睿恩新 ,晏殊,平平仄仄平平仄。平仄仄、平平平仄。仄平平、仄仄平平，仄平仄、仄平平仄。仄仄平平仄仄。平仄仄、仄平平仄。仄平平、仄仄平平，仄平仄、平平仄仄。
芳草渡 ,欧阳修,平平仄，仄平平。平平仄，仄平平。平平平仄仄平平。平仄仄，平仄仄，仄平平。平平仄。平仄仄。仄仄平平仄仄。平平仄，仄平平。平平仄。平仄仄。仄平平。
芳草渡 ,张先,仄平仄仄仄平平。平平仄，仄平平。平平平仄仄平平。平平仄，平平仄，仄平平。平仄仄，仄平平。仄平平仄平平。平平仄仄仄平平。平仄仄，平仄仄，仄平平。
芳草渡 ,张先,平平仄仄仄平平。平仄仄，仄平平。平平仄仄仄平平。平平仄，平仄仄，仄平平。平平仄，仄平平。平仄仄，仄平平。仄平平仄仄平平。平平仄，仄平仄，仄平平。
芳草渡 ,周邦彦,仄仄仄，仄仄仄平平，仄平平仄。仄仄平平仄，平平仄仄平仄。平仄平仄仄。平平平平仄。仄仄仄，仄仄平平，仄仄平仄。平仄。仄平仄仄，仄仄平平平仄仄。仄平仄、平平仄仄，平平仄平仄。仄平仄仄，仄仄仄、平平平仄。仄仄仄，仄仄平平仄仄。
